date,day_of_week,dow_index,weather,item,units_made,units_sold,units_waste,unit_price,unit_cost,revenue,waste_cost
2024-03-03,Sunday,6,rainy,cookie,93,81,12,1.5,0.4,121.5,4.8
2024-03-04,Monday,0,sunny,croissant,34,30,4,3.5,1.2,105.0,4.8
2024-03-04,Monday,0,sunny,muffin,26,22,4,2.75,0.9,60.5,3.6
2024-03-04,Monday,0,sunny,sourdough,11,10,1,8.0,2.5,80.0,2.5
2024-03-04,Monday,0,sunny,baguette,16,14,2,4.0,1.3,56.0,2.6
2024-03-04,Monday,0,sunny,cookie,40,38,2,1.5,0.4,57.0,0.8
2024-03-05,Tuesday,1,rainy,croissant,38,33,5,3.5,1.2,115.5,6.0
2024-03-05,Tuesday,1,rainy,muffin,31,29,2,2.75,0.9,79.75,1.8
2024-03-05,Tuesday,1,rainy,sourdough,10,9,1,8.0,2.5,72.0,2.5
2024-03-05,Tuesday,1,rainy,baguette,19,16,3,4.0,1.3,64.0,3.9
2024-03-05,Tuesday,1,rainy,cookie,51,46,5,1.5,0.4,69.0,2.0
2024-03-06,Wednesday,2,rainy,croissant,35,32,3,3.5,1.2,112.0,3.6
2024-03-06,Wednesday,2,rainy,muffin,30,28,2,2.75,0.9,77.0,1.8
2024-03-06,Wednesday,2,rainy,sourdough,11,10,1,8.0,2.5,80.0,2.5
2024-03-06,Wednesday,2,rainy,baguette,19,17,2,4.0,1.3,68.0,2.6
2024-03-06,Wednesday,2,rainy,cookie,65,55,10,1.5,0.4,82.5,4.0
2024-03-07,Thursday,3,sunny,croissant,34,33,1,3.5,1.2,115.5,1.2
2024-03-07,Thursday,3,sunny,muffin,32,29,3,2.75,0.9,79.75,2.7
2024-03-07,Thursday,3,sunny,sourdough,16,14,2,8.0,2.5,112.0,5.0
2024-03-07,Thursday,3,sunny,baguette,18,16,2,4.0,1.3,64.0,2.6
2024-03-07,Thursday,3,sunny,cookie,51,46,5,1.5,0.4,69.0,2.0
2024-03-08,Friday,4,rainy,croissant,45,41,4,3.5,1.2,143.5,4.8
2024-03-08,Friday,4,rainy,muffin,43,37,6,2.75,0.9,101.75,5.4
2024-03-08,Friday,4,rainy,sourdough,13,12,1,8.0,2.5,96.0,2.5
2024-03-08,Friday,4,rainy,baguette,20,17,3,4.0,1.3,68.0,3.9
2024-03-08,Friday,4,rainy,cookie,70,62,8,1.5,0.4,93.0,3.2
2024-03-09,Saturday,5,sunny,croissant,77,71,6,3.5,1.2,248.5,7.2
2024-03-09,Saturday,5,sunny,muffin,66,60,6,2.75,0.9,165.0,5.4
2024-03-09,Saturday,5,sunny,sourdough,38,32,6,8.0,2.5,256.0,15.0
2024-03-09,Saturday,5,sunny,baguette,47,42,5,4.0,1.3,168.0,6.5
2024-03-09,Saturday,5,sunny,cookie,84,78,6,1.5,0.4,117.0,2.4
2024-03-10,Sunday,6,sunny,croissant,82,72,10,3.5,1.2,252.0,12.0
2024-03-10,Sunday,6,sunny,muffin,54,50,4,2.75,0.9,137.5,3.6
2024-03-10,Sunday,6,sunny,sourdough,34,29,5,8.0,2.5,232.0,12.5
2024-03-10,Sunday,6,sunny,baguette,40,35,5,4.0,1.3,140.0,6.5
2024-03-10,Sunday,6,sunny,cookie,75,63,12,1.5,0.4,94.5,4.8
2024-03-11,Monday,0,sunny,croissant,26,25,1,3.5,1.2,87.5,1.2
2024-03-11,Monday,0,sunny,muffin,23,21,2,2.75,0.9,57.75,1.8
2024-03-11,Monday,0,sunny,sourdough,10,9,1,8.0,2.5,72.0,2.5
2024-03-11,Monday,0,sunny,baguette,16,15,1,4.0,1.3,60.0,1.3
2024-03-11,Monday,0,sunny,cookie,35,30,5,1.5,0.4,45.0,2.0
2024-03-12,Tuesday,1,sunny,croissant,38,34,4,3.5,1.2,119.0,4.8
2024-03-12,Tuesday,1,sunny,muffin,25,22,3,2.75,0.9,60.5,2.7
2024-03-12,Tuesday,1,sunny,sourdough,14,13,1,8.0,2.5,104.0,2.5
2024-03-12,Tuesday,1,sunny,baguette,17,16,1,4.0,1.3,64.0,1.3
2024-03-12,Tuesday,1,sunny,cookie,50,45,5,1.5,0.4,67.5,2.0
2024-03-13,Wednesday,2,sunny,croissant,40,37,3,3.5,1.2,129.5,3.6
2024-03-13,Wednesday,2,sunny,muffin,30,27,3,2.75,0.9,74.25,2.7
2024-03-13,Wednesday,2,sunny,sourdough,15,14,1,8.0,2.5,112.0,2.5
2024-03-13,Wednesday,2,sunny,baguette,19,18,1,4.0,1.3,72.0,1.3
2024-03-13,Wednesday,2,sunny,cookie,44,39,5,1.5,0.4,58.5,2.0
2024-03-14,Thursday,3,sunny,croissant,37,35,2,3.5,1.2,122.5,2.4
2024-03-14,Thursday,3,sunny,muffin,29,27,2,2.75,0.9,74.25,1.8
2024-03-14,Thursday,3,sunny,sourdough,14,13,1,8.0,2.5,104.0,2.5
2024-03-14,Thursday,3,sunny,baguette,18,17,1,4.0,1.3,68.0,1.3
2024-03-14,Thursday,3,sunny,cookie,46,40,6,1.5,0.4,60.0,2.4
2024-03-15,Friday,4,sunny,croissant,41,36,5,3.5,1.2,126.0,6.0
2024-03-15,Friday,4,sunny,muffin,29,25,4,2.75,0.9,68.75,3.6
2024-03-15,Friday,4,sunny,sourdough,17,15,2,8.0,2.5,120.0,5.0
2024-03-15,Friday,4,sunny,baguette,21,19,2,4.0,1.3,76.0,2.6
2024-03-15,Friday,4,sunny,cookie,64,54,10,1.5,0.4,81.0,4.0
2024-03-16,Saturday,5,sunny,croissant,73,65,8,3.5,1.2,227.5,9.6
2024-03-16,Saturday,5,sunny,muffin,63,54,9,2.75,0.9,148.5,8.1
2024-03-16,Saturday,5,sunny,sourdough,40,36,4,8.0,2.5,288.0,10.0
2024-03-16,Saturday,5,sunny,baguette,44,40,4,4.0,1.3,160.0,5.2
2024-03-16,Saturday,5,sunny,cookie,95,86,9,1.5,0.4,129.0,3.6
2024-03-17,Sunday,6,sunny,croissant,67,60,7,3.5,1.2,210.0,8.4
2024-03-17,Sunday,6,sunny,muffin,58,53,5,2.75,0.9,145.75,4.5
2024-03-17,Sunday,6,sunny,sourdough,34,30,4,8.0,2.5,240.0,10.0
2024-03-17,Sunday,6,sunny,baguette,45,39,6,4.0,1.3,156.0,7.8
2024-03-17,Sunday,6,sunny,cookie,87,79,8,1.5,0.4,118.5,3.2
2024-03-18,Monday,0,sunny,croissant,33,29,4,3.5,1.2,101.5,4.8
2024-03-18,Monday,0,sunny,muffin,24,23,1,2.75,0.9,63.25,0.9
2024-03-18,Monday,0,sunny,sourdough,10,9,1,8.0,2.5,72.0,2.5
2024-03-18,Monday,0,sunny,baguette,17,15,2,4.0,1.3,60.0,2.6
2024-03-18,Monday,0,sunny,cookie,41,37,4,1.5,0.4,55.5,1.6
2024-03-19,Tuesday,1,rainy,croissant,42,36,6,3.5,1.2,126.0,7.2
2024-03-19,Tuesday,1,rainy,muffin,32,28,4,2.75,0.9,77.0,3.6
2024-03-19,Tuesday,1,rainy,sourdough,12,12,0,8.0,2.5,96.0,0.0
2024-03-19,Tuesday,1,rainy,baguette,17,16,1,4.0,1.3,64.0,1.3
2024-03-19,Tuesday,1,rainy,cookie,47,44,3,1.5,0.4,66.0,1.2
2024-03-20,Wednesday,2,sunny,croissant,39,34,5,3.5,1.2,119.0,6.0
2024-03-20,Wednesday,2,sunny,muffin,23,22,1,2.75,0.9,60.5,0.9
2024-03-20,Wednesday,2,sunny,sourdough,16,14,2,8.0,2.5,112.0,5.0
2024-03-20,Wednesday,2,sunny,baguette,17,15,2,4.0,1.3,60.0,2.6
2024-03-20,Wednesday,2,sunny,cookie,41,37,4,1.5,0.4,55.5,1.6
2024-03-21,Thursday,3,sunny,croissant,34,33,1,3.5,1.2,115.5,1.2
2024-03-21,Thursday,3,sunny,muffin,34,29,5,2.75,0.9,79.75,4.5
2024-03-21,Thursday,3,sunny,sourdough,15,14,1,8.0,2.5,112.0,2.5
2024-03-21,Thursday,3,sunny,baguette,18,17,1,4.0,1.3,68.0,1.3
2024-03-21,Thursday,3,sunny,cookie,52,46,6,1.5,0.4,69.0,2.4
2024-03-22,Friday,4,sunny,croissant,43,37,6,3.5,1.2,129.5,7.2
2024-03-22,Friday,4,sunny,muffin,29,27,2,2.75,0.9,74.25,1.8
2024-03-22,Friday,4,sunny,sourdough,15,14,1,8.0,2.5,112.0,2.5
2024-03-22,Friday,4,sunny,baguette,22,20,2,4.0,1.3,80.0,2.6
2024-03-22,Friday,4,sunny,cookie,62,57,5,1.5,0.4,85.5,2.0
2024-03-23,Saturday,5,sunny,croissant,86,79,7,3.5,1.2,276.5,8.4
2024-03-23,Saturday,5,sunny,muffin,61,53,8,2.75,0.9,145.75,7.2
2024-03-23,Saturday,5,sunny,sourdough,35,34,1,8.0,2.5,272.0,2.5
2024-03-23,Saturday,5,sunny,baguette,46,41,5,4.0,1.3,164.0,6.5
2024-03-23,Saturday,5,sunny,cookie,98,90,8,1.5,0.4,135.0,3.2
2024-03-24,Sunday,6,sunny,croissant,76,69,7,3.5,1.2,241.5,8.4
2024-03-24,Sunday,6,sunny,muffin,54,48,6,2.75,0.9,132.0,5.4
2024-03-24,Sunday,6,sunny,sourdough,34,30,4,8.0,2.5,240.0,10.0
2024-03-24,Sunday,6,sunny,baguette,43,37,6,4.0,1.3,148.0,7.8
2024-03-24,Sunday,6,sunny,cookie,87,74,13,1.5,0.4,111.0,5.2
2024-03-25,Monday,0,sunny,croissant,29,26,3,3.5,1.2,91.0,3.6
2024-03-25,Monday,0,sunny,muffin,24,21,3,2.75,0.9,57.75,2.7
2024-03-25,Monday,0,sunny,sourdough,9,9,0,8.0,2.5,72.0,0.0
2024-03-25,Monday,0,sunny,baguette,16,15,1,4.0,1.3,60.0,1.3
2024-03-25,Monday,0,sunny,cookie,35,31,4,1.5,0.4,46.5,1.6
2024-03-26,Tuesday,1,sunny,croissant,37,32,5,3.5,1.2,112.0,6.0
2024-03-26,Tuesday,1,sunny,muffin,28,26,2,2.75,0.9,71.5,1.8
2024-03-26,Tuesday,1,sunny,sourdough,14,13,1,8.0,2.5,104.0,2.5
2024-03-26,Tuesday,1,sunny,baguette,19,17,2,4.0,1.3,68.0,2.6
2024-03-26,Tuesday,1,sunny,cookie,40,38,2,1.5,0.4,57.0,0.8
2024-03-27,Wednesday,2,sunny,croissant,35,30,5,3.5,1.2,105.0,6.0
2024-03-27,Wednesday,2,sunny,muffin,32,28,4,2.75,0.9,77.0,3.6
2024-03-27,Wednesday,2,sunny,sourdough,16,14,2,8.0,2.5,112.0,5.0
2024-03-27,Wednesday,2,sunny,baguette,19,18,1,4.0,1.3,72.0,1.3
2024-03-27,Wednesday,2,sunny,cookie,48,46,2,1.5,0.4,69.0,0.8
2024-03-28,Thursday,3,sunny,croissant,40,35,5,3.5,1.2,122.5,6.0
2024-03-28,Thursday,3,sunny,muffin,31,28,3,2.75,0.9,77.0,2.7
2024-03-28,Thursday,3,sunny,sourdough,16,14,2,8.0,2.5,112.0,5.0
2024-03-28,Thursday,3,sunny,baguette,16,15,1,4.0,1.3,60.0,1.3
2024-03-28,Thursday,3,sunny,cookie,44,38,6,1.5,0.4,57.0,2.4
2024-03-29,Friday,4,sunny,croissant,47,44,3,3.5,1.2,154.0,3.6
2024-03-29,Friday,4,sunny,muffin,30,26,4,2.75,0.9,71.5,3.6
2024-03-29,Friday,4,sunny,sourdough,17,16,1,8.0,2.5,128.0,2.5
2024-03-29,Friday,4,sunny,baguette,20,19,1,4.0,1.3,76.0,1.3
2024-03-29,Friday,4,sunny,cookie,61,56,5,1.5,0.4,84.0,2.0
2024-03-30,Saturday,5,sunny,croissant,78,66,12,3.5,1.2,231.0,14.4
2024-03-30,Saturday,5,sunny,muffin,51,46,5,2.75,0.9,126.5,4.5
2024-03-30,Saturday,5,sunny,sourdough,39,34,5,8.0,2.5,272.0,12.5
2024-03-30,Saturday,5,sunny,baguette,50,45,5,4.0,1.3,180.0,6.5
2024-03-30,Saturday,5,sunny,cookie,92,86,6,1.5,0.4,129.0,2.4
2024-03-31,Sunday,6,sunny,croissant,66,59,7,3.5,1.2,206.5,8.4
2024-03-31,Sunday,6,sunny,muffin,53,45,8,2.75,0.9,123.75,7.2
2024-03-31,Sunday,6,sunny,sourdough,26,24,2,8.0,2.5,192.0,5.0
2024-03-31,Sunday,6,sunny,baguette,41,35,6,4.0,1.3,140.0,7.8
2024-03-31,Sunday,6,sunny,cookie,84,79,5,1.5,0.4,118.5,2.0
2024-04-01,Monday,0,sunny,croissant,33,28,5,3.5,1.2,98.0,6.0
2024-04-01,Monday,0,sunny,muffin,22,20,2,2.75,0.9,55.0,1.8
2024-04-01,Monday,0,sunny,sourdough,9,9,0,8.0,2.5,72.0,0.0
2024-04-01,Monday,0,sunny,baguette,16,15,1,4.0,1.3,60.0,1.3
2024-04-01,Monday,0,sunny,cookie,41,36,5,1.5,0.4,54.0,2.0
2024-04-02,Tuesday,1,sunny,croissant,31,27,4,3.5,1.2,94.5,4.8
2024-04-02,Tuesday,1,sunny,muffin,23,22,1,2.75,0.9,60.5,0.9
2024-04-02,Tuesday,1,sunny,sourdough,12,12,0,8.0,2.5,96.0,0.0
2024-04-02,Tuesday,1,sunny,baguette,18,17,1,4.0,1.3,68.0,1.3
2024-04-02,Tuesday,1,sunny,cookie,42,36,6,1.5,0.4,54.0,2.4
2024-04-03,Wednesday,2,sunny,croissant,35,30,5,3.5,1.2,105.0,6.0
2024-04-03,Wednesday,2,sunny,muffin,24,21,3,2.75,0.9,57.75,2.7
2024-04-03,Wednesday,2,sunny,sourdough,11,11,0,8.0,2.5,88.0,0.0
2024-04-03,Wednesday,2,sunny,baguette,16,15,1,4.0,1.3,60.0,1.3
2024-04-03,Wednesday,2,sunny,cookie,46,44,2,1.5,0.4,66.0,0.8
2024-04-04,Thursday,3,rainy,croissant,46,43,3,3.5,1.2,150.5,3.6
2024-04-04,Thursday,3,rainy,muffin,32,30,2,2.75,0.9,82.5,1.8
2024-04-04,Thursday,3,rainy,sourdough,11,10,1,8.0,2.5,80.0,2.5
2024-04-04,Thursday,3,rainy,baguette,19,17,2,4.0,1.3,68.0,2.6
2024-04-04,Thursday,3,rainy,cookie,59,51,8,1.5,0.4,76.5,3.2
2024-04-05,Friday,4,sunny,croissant,39,35,4,3.5,1.2,122.5,4.8
2024-04-05,Friday,4,sunny,muffin,35,34,1,2.75,0.9,93.5,0.9
2024-04-05,Friday,4,sunny,sourdough,18,16,2,8.0,2.5,128.0,5.0
2024-04-05,Friday,4,sunny,baguette,22,20,2,4.0,1.3,80.0,2.6
2024-04-05,Friday,4,sunny,cookie,59,56,3,1.5,0.4,84.0,1.2
2024-04-06,Saturday,5,sunny,croissant,84,73,11,3.5,1.2,255.5,13.2
2024-04-06,Saturday,5,sunny,muffin,61,52,9,2.75,0.9,143.0,8.1
2024-04-06,Saturday,5,sunny,sourdough,29,28,1,8.0,2.5,224.0,2.5
2024-04-06,Saturday,5,sunny,baguette,43,41,2,4.0,1.3,164.0,2.6
2024-04-06,Saturday,5,sunny,cookie,85,75,10,1.5,0.4,112.5,4.0
2024-04-07,Sunday,6,sunny,croissant,75,63,12,3.5,1.2,220.5,14.4
2024-04-07,Sunday,6,sunny,muffin,52,47,5,2.75,0.9,129.25,4.5
2024-04-07,Sunday,6,sunny,sourdough,30,29,1,8.0,2.5,232.0,2.5
2024-04-07,Sunday,6,sunny,baguette,44,38,6,4.0,1.3,152.0,7.8
2024-04-07,Sunday,6,sunny,cookie,87,75,12,1.5,0.4,112.5,4.8
2024-04-08,Monday,0,sunny,croissant,27,25,2,3.5,1.2,87.5,2.4
2024-04-08,Monday,0,sunny,muffin,20,19,1,2.75,0.9,52.25,0.9
2024-04-08,Monday,0,sunny,sourdough,11,10,1,8.0,2.5,80.0,2.5
2024-04-08,Monday,0,sunny,baguette,13,12,1,4.0,1.3,48.0,1.3
2024-04-08,Monday,0,sunny,cookie,39,36,3,1.5,0.4,54.0,1.2
2024-04-09,Tuesday,1,rainy,croissant,41,39,2,3.5,1.2,136.5,2.4
2024-04-09,Tuesday,1,rainy,muffin,32,31,1,2.75,0.9,85.25,0.9
2024-04-09,Tuesday,1,rainy,sourdough,10,9,1,8.0,2.5,72.0,2.5
2024-04-09,Tuesday,1,rainy,baguette,18,16,2,4.0,1.3,64.0,2.6
2024-04-09,Tuesday,1,rainy,cookie,53,47,6,1.5,0.4,70.5,2.4
2024-04-10,Wednesday,2,sunny,croissant,33,30,3,3.5,1.2,105.0,3.6
2024-04-10,Wednesday,2,sunny,muffin,30,26,4,2.75,0.9,71.5,3.6
2024-04-10,Wednesday,2,sunny,sourdough,16,14,2,8.0,2.5,112.0,5.0
2024-04-10,Wednesday,2,sunny,baguette,21,19,2,4.0,1.3,76.0,2.6
2024-04-10,Wednesday,2,sunny,cookie,45,40,5,1.5,0.4,60.0,2.0
2024-04-11,Thursday,3,rainy,croissant,44,41,3,3.5,1.2,143.5,3.6
2024-04-11,Thursday,3,rainy,muffin,32,28,4,2.75,0.9,77.0,3.6
2024-04-11,Thursday,3,rainy,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-04-11,Thursday,3,rainy,baguette,19,17,2,4.0,1.3,68.0,2.6
2024-04-11,Thursday,3,rainy,cookie,68,57,11,1.5,0.4,85.5,4.4
2024-04-12,Friday,4,sunny,croissant,47,41,6,3.5,1.2,143.5,7.2
2024-04-12,Friday,4,sunny,muffin,29,25,4,2.75,0.9,68.75,3.6
2024-04-12,Friday,4,sunny,sourdough,17,16,1,8.0,2.5,128.0,2.5
2024-04-12,Friday,4,sunny,baguette,20,18,2,4.0,1.3,72.0,2.6
2024-04-12,Friday,4,sunny,cookie,51,47,4,1.5,0.4,70.5,1.6
2024-04-13,Saturday,5,rainy,croissant,104,92,12,3.5,1.2,322.0,14.4
2024-04-13,Saturday,5,rainy,muffin,65,61,4,2.75,0.9,167.75,3.6
2024-04-13,Saturday,5,rainy,sourdough,31,30,1,8.0,2.5,240.0,2.5
2024-04-13,Saturday,5,rainy,baguette,44,41,3,4.0,1.3,164.0,3.9
2024-04-13,Saturday,5,rainy,cookie,99,90,9,1.5,0.4,135.0,3.6
2024-04-14,Sunday,6,sunny,croissant,82,71,11,3.5,1.2,248.5,13.2
2024-04-14,Sunday,6,sunny,muffin,49,47,2,2.75,0.9,129.25,1.8
2024-04-14,Sunday,6,sunny,sourdough,25,24,1,8.0,2.5,192.0,2.5
2024-04-14,Sunday,6,sunny,baguette,42,37,5,4.0,1.3,148.0,6.5
2024-04-14,Sunday,6,sunny,cookie,77,67,10,1.5,0.4,100.5,4.0
2024-04-15,Monday,0,sunny,croissant,29,27,2,3.5,1.2,94.5,2.4
2024-04-15,Monday,0,sunny,muffin,23,22,1,2.75,0.9,60.5,0.9
2024-04-15,Monday,0,sunny,sourdough,10,10,0,8.0,2.5,80.0,0.0
2024-04-15,Monday,0,sunny,baguette,15,14,1,4.0,1.3,56.0,1.3
2024-04-15,Monday,0,sunny,cookie,38,36,2,1.5,0.4,54.0,0.8
2024-04-16,Tuesday,1,sunny,croissant,33,32,1,3.5,1.2,112.0,1.2
2024-04-16,Tuesday,1,sunny,muffin,23,22,1,2.75,0.9,60.5,0.9
2024-04-16,Tuesday,1,sunny,sourdough,10,10,0,8.0,2.5,80.0,0.0
2024-04-16,Tuesday,1,sunny,baguette,15,15,0,4.0,1.3,60.0,0.0
2024-04-16,Tuesday,1,sunny,cookie,45,42,3,1.5,0.4,63.0,1.2
2024-04-17,Wednesday,2,sunny,croissant,40,36,4,3.5,1.2,126.0,4.8
2024-04-17,Wednesday,2,sunny,muffin,32,28,4,2.75,0.9,77.0,3.6
2024-04-17,Wednesday,2,sunny,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-04-17,Wednesday,2,sunny,baguette,14,14,0,4.0,1.3,56.0,0.0
2024-04-17,Wednesday,2,sunny,cookie,55,47,8,1.5,0.4,70.5,3.2
2024-04-18,Thursday,3,sunny,croissant,41,36,5,3.5,1.2,126.0,6.0
2024-04-18,Thursday,3,sunny,muffin,27,26,1,2.75,0.9,71.5,0.9
2024-04-18,Thursday,3,sunny,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-04-18,Thursday,3,sunny,baguette,21,19,2,4.0,1.3,76.0,2.6
2024-04-18,Thursday,3,sunny,cookie,58,49,9,1.5,0.4,73.5,3.6
2024-04-19,Friday,4,rainy,croissant,52,48,4,3.5,1.2,168.0,4.8
2024-04-19,Friday,4,rainy,muffin,40,36,4,2.75,0.9,99.0,3.6
2024-04-19,Friday,4,rainy,sourdough,14,13,1,8.0,2.5,104.0,2.5
2024-04-19,Friday,4,rainy,baguette,19,18,1,4.0,1.3,72.0,1.3
2024-04-19,Friday,4,rainy,cookie,57,51,6,1.5,0.4,76.5,2.4
2024-04-20,Saturday,5,rainy,croissant,98,83,15,3.5,1.2,290.5,18.0
2024-04-20,Saturday,5,rainy,muffin,69,60,9,2.75,0.9,165.0,8.1
2024-04-20,Saturday,5,rainy,sourdough,36,31,5,8.0,2.5,248.0,12.5
2024-04-20,Saturday,5,rainy,baguette,37,35,2,4.0,1.3,140.0,2.6
2024-04-20,Saturday,5,rainy,cookie,95,84,11,1.5,0.4,126.0,4.4
2024-04-21,Sunday,6,sunny,croissant,75,70,5,3.5,1.2,245.0,6.0
2024-04-21,Sunday,6,sunny,muffin,56,50,6,2.75,0.9,137.5,5.4
2024-04-21,Sunday,6,sunny,sourdough,34,30,4,8.0,2.5,240.0,10.0
2024-04-21,Sunday,6,sunny,baguette,41,35,6,4.0,1.3,140.0,7.8
2024-04-21,Sunday,6,sunny,cookie,83,73,10,1.5,0.4,109.5,4.0
2024-04-22,Monday,0,sunny,croissant,35,31,4,3.5,1.2,108.5,4.8
2024-04-22,Monday,0,sunny,muffin,19,18,1,2.75,0.9,49.5,0.9
2024-04-22,Monday,0,sunny,sourdough,10,10,0,8.0,2.5,80.0,0.0
2024-04-22,Monday,0,sunny,baguette,13,13,0,4.0,1.3,52.0,0.0
2024-04-22,Monday,0,sunny,cookie,38,35,3,1.5,0.4,52.5,1.2
2024-04-23,Tuesday,1,sunny,croissant,31,27,4,3.5,1.2,94.5,4.8
2024-04-23,Tuesday,1,sunny,muffin,23,20,3,2.75,0.9,55.0,2.7
2024-04-23,Tuesday,1,sunny,sourdough,14,13,1,8.0,2.5,104.0,2.5
2024-04-23,Tuesday,1,sunny,baguette,17,16,1,4.0,1.3,64.0,1.3
2024-04-23,Tuesday,1,sunny,cookie,46,40,6,1.5,0.4,60.0,2.4
2024-04-24,Wednesday,2,sunny,croissant,38,33,5,3.5,1.2,115.5,6.0
2024-04-24,Wednesday,2,sunny,muffin,28,26,2,2.75,0.9,71.5,1.8
2024-04-24,Wednesday,2,sunny,sourdough,12,12,0,8.0,2.5,96.0,0.0
2024-04-24,Wednesday,2,sunny,baguette,14,14,0,4.0,1.3,56.0,0.0
2024-04-24,Wednesday,2,sunny,cookie,51,47,4,1.5,0.4,70.5,1.6
2024-04-25,Thursday,3,sunny,croissant,38,36,2,3.5,1.2,126.0,2.4
2024-04-25,Thursday,3,sunny,muffin,26,24,2,2.75,0.9,66.0,1.8
2024-04-25,Thursday,3,sunny,sourdough,14,13,1,8.0,2.5,104.0,2.5
2024-04-25,Thursday,3,sunny,baguette,17,16,1,4.0,1.3,64.0,1.3
2024-04-25,Thursday,3,sunny,cookie,46,42,4,1.5,0.4,63.0,1.6
2024-04-26,Friday,4,sunny,croissant,47,41,6,3.5,1.2,143.5,7.2
2024-04-26,Friday,4,sunny,muffin,32,31,1,2.75,0.9,85.25,0.9
2024-04-26,Friday,4,sunny,sourdough,14,13,1,8.0,2.5,104.0,2.5
2024-04-26,Friday,4,sunny,baguette,20,18,2,4.0,1.3,72.0,2.6
2024-04-26,Friday,4,sunny,cookie,61,52,9,1.5,0.4,78.0,3.6
2024-04-27,Saturday,5,sunny,croissant,80,71,9,3.5,1.2,248.5,10.8
2024-04-27,Saturday,5,sunny,muffin,50,46,4,2.75,0.9,126.5,3.6
2024-04-27,Saturday,5,sunny,sourdough,41,36,5,8.0,2.5,288.0,12.5
2024-04-27,Saturday,5,sunny,baguette,44,39,5,4.0,1.3,156.0,6.5
2024-04-27,Saturday,5,sunny,cookie,99,91,8,1.5,0.4,136.5,3.2
2024-04-28,Sunday,6,sunny,croissant,85,73,12,3.5,1.2,255.5,14.4
2024-04-28,Sunday,6,sunny,muffin,57,49,8,2.75,0.9,134.75,7.2
2024-04-28,Sunday,6,sunny,sourdough,34,30,4,8.0,2.5,240.0,10.0
2024-04-28,Sunday,6,sunny,baguette,41,36,5,4.0,1.3,144.0,6.5
2024-04-28,Sunday,6,sunny,cookie,77,70,7,1.5,0.4,105.0,2.8
2024-04-29,Monday,0,sunny,croissant,27,25,2,3.5,1.2,87.5,2.4
2024-04-29,Monday,0,sunny,muffin,25,23,2,2.75,0.9,63.25,1.8
2024-04-29,Monday,0,sunny,sourdough,9,9,0,8.0,2.5,72.0,0.0
2024-04-29,Monday,0,sunny,baguette,14,12,2,4.0,1.3,48.0,2.6
2024-04-29,Monday,0,sunny,cookie,34,30,4,1.5,0.4,45.0,1.6
2024-04-30,Tuesday,1,sunny,croissant,36,35,1,3.5,1.2,122.5,1.2
2024-04-30,Tuesday,1,sunny,muffin,25,22,3,2.75,0.9,60.5,2.7
2024-04-30,Tuesday,1,sunny,sourdough,11,10,1,8.0,2.5,80.0,2.5
2024-04-30,Tuesday,1,sunny,baguette,16,14,2,4.0,1.3,56.0,2.6
2024-04-30,Tuesday,1,sunny,cookie,50,43,7,1.5,0.4,64.5,2.8
2024-05-01,Wednesday,2,rainy,croissant,40,36,4,3.5,1.2,126.0,4.8
2024-05-01,Wednesday,2,rainy,muffin,34,32,2,2.75,0.9,88.0,1.8
2024-05-01,Wednesday,2,rainy,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-05-01,Wednesday,2,rainy,baguette,18,17,1,4.0,1.3,68.0,1.3
2024-05-01,Wednesday,2,rainy,cookie,53,49,4,1.5,0.4,73.5,1.6
2024-05-02,Thursday,3,sunny,croissant,41,35,6,3.5,1.2,122.5,7.2
2024-05-02,Thursday,3,sunny,muffin,29,25,4,2.75,0.9,68.75,3.6
2024-05-02,Thursday,3,sunny,sourdough,16,15,1,8.0,2.5,120.0,2.5
2024-05-02,Thursday,3,sunny,baguette,17,16,1,4.0,1.3,64.0,1.3
2024-05-02,Thursday,3,sunny,cookie,53,45,8,1.5,0.4,67.5,3.2
2024-05-03,Friday,4,sunny,croissant,46,43,3,3.5,1.2,150.5,3.6
2024-05-03,Friday,4,sunny,muffin,30,27,3,2.75,0.9,74.25,2.7
2024-05-03,Friday,4,sunny,sourdough,18,16,2,8.0,2.5,128.0,5.0
2024-05-03,Friday,4,sunny,baguette,20,17,3,4.0,1.3,68.0,3.9
2024-05-03,Friday,4,sunny,cookie,60,55,5,1.5,0.4,82.5,2.0
2024-05-04,Saturday,5,sunny,croissant,83,70,13,3.5,1.2,245.0,15.6
2024-05-04,Saturday,5,sunny,muffin,52,47,5,2.75,0.9,129.25,4.5
2024-05-04,Saturday,5,sunny,sourdough,38,36,2,8.0,2.5,288.0,5.0
2024-05-04,Saturday,5,sunny,baguette,42,39,3,4.0,1.3,156.0,3.9
2024-05-04,Saturday,5,sunny,cookie,73,69,4,1.5,0.4,103.5,1.6
2024-05-05,Sunday,6,sunny,croissant,73,61,12,3.5,1.2,213.5,14.4
2024-05-05,Sunday,6,sunny,muffin,47,45,2,2.75,0.9,123.75,1.8
2024-05-05,Sunday,6,sunny,sourdough,37,32,5,8.0,2.5,256.0,12.5
2024-05-05,Sunday,6,sunny,baguette,43,37,6,4.0,1.3,148.0,7.8
